BIRC5,SERPINH1,MYBL2,TOP2A,KIF20A,TRIP13,RRM2,TPX2,CENPW
0.536161838,5.368972074,0.941601912,0.506801201,0.519891416,1.676887696,0.636435791,1.182826966,2.246082604
